transaction_amount,hour,account_age_days,transactions_last_24h,device_changes,country_mismatch,failed_attempts,is_risky
982.5,22,892,16,1,0,0,0
3089.07,10,852,15,1,1,2,0
3553.99,10,933,16,4,0,4,1
2156.35,22,1537,8,4,1,2,1
1092.87,12,1739,13,1,0,2,0
717.23,10,132,23,2,0,1,1
101.26,17,1681,11,1,1,4,1
1086.99,22,1446,28,2,0,3,1
3176.7,14,1172,29,2,0,3,1
8356.65,0,1262,25,1,0,4,1
6148.59,20,1307,7,0,1,3,1
4358.13,6,448,17,4,0,0,1
4659.84,22,1031,18,3,1,3,1
3280.74,12,571,22,1,0,0,0
904.48,11,1943,23,2,1,4,1
7131.77,17,127,19,1,0,3,1
3332.65,23,1747,25,4,0,3,1
2465.95,18,914,13,2,1,5,1
352.94,14,1516,15,3,0,0,0
1777.49,7,404,23,3,1,0,1
1850.55,18,1736,22,3,0,2,1
5997.76,9,885,29,0,1,1,1
2373.26,6,1493,22,2,0,3,1
1436.05,17,1868,1,2,1,5,1
11290.85,15,1726,29,0,0,1,1
352.03,19,944,16,2,1,5,1
1647.39,5,1111,5,0,1,1,0
128.8,8,961,26,1,0,3,1
4040.11,20,1445,3,4,1,5,1
7505.91,12,84,23,3,1,0,1
985.67,20,304,10,0,0,2,0
5863.01,7,1826,19,0,0,5,1
1036.86,15,30,5,0,0,4,0
7249.62,12,1939,7,1,0,3,0
4206.81,12,1204,14,0,0,3,0
4902.83,16,1048,3,4,0,4,1
54.51,22,1244,13,4,1,1,1
9875.17,19,569,13,3,1,2,1
3891.24,4,1119,10,1,1,1,1
1090.46,21,1182,2,4,0,4,1
5305.21,20,1733,6,2,0,4,1
991.86,16,381,8,2,1,2,1
6184.9,8,1513,4,2,1,4,1
358.31,1,827,25,0,0,4,1
3649.01,17,1184,12,0,1,5,1
2334.15,8,1174,28,2,0,2,1
304.55,5,1102,15,3,0,3,1
830.8,10,1293,8,3,1,1,1
37.44,5,855,7,0,0,3,0
1897.67,5,530,14,2,0,3,1
1075.45,12,1666,23,3,0,5,1
2736.58,10,380,19,0,0,1,0
1058.21,13,1452,14,2,1,3,1
1069.68,1,110,22,1,0,2,1
4078.29,7,670,13,2,0,1,0
148.02,2,1987,29,2,1,0,1
6995.89,22,1691,21,4,0,5,1
5736.98,20,1898,1,4,0,3,1
3306.1,2,977,27,1,1,4,1
2698.46,0,252,19,1,1,1,1
6685.29,23,762,29,2,0,0,1
614.92,18,521,28,3,0,4,1
246.79,17,858,1,1,1,0,0
821.38,16,564,4,2,0,3,1
4748.07,19,1128,10,0,0,4,0
105.86,23,235,3,4,0,3,1
2622.62,12,1551,27,3,1,4,1
16169.66,2,223,20,2,0,1,1
5807.5,0,727,9,0,1,2,1
2210.96,3,76,3,4,1,2,1
197.27,12,405,28,0,1,0,1
5340.21,16,621,6,2,1,5,1
2741.22,10,1045,6,1,0,4,0
366.28,1,1270,23,4,1,3,1
295.68,15,1867,25,0,0,5,1
7211.42,1,779,12,1,1,1,1
3318.73,18,1432,23,3,1,1,1
5303.31,22,416,1,2,0,1,0
6335.37,18,934,16,2,1,2,1
2544.3,15,1882,24,4,1,3,1
2185.99,21,1513,5,0,0,1,0
1688.61,18,656,9,3,1,1,1
1143.55,8,231,10,4,1,0,1
1710.64,0,1189,13,4,1,4,1
4460.06,9,663,15,0,0,4,0
2763.33,18,437,12,3,1,4,1
6691.44,0,1191,5,0,0,5,1
1757.62,1,986,5,2,0,0,1
2802.52,15,1449,28,1,0,2,0
2993.38,11,1015,28,2,1,5,1
2687.24,7,1359,18,2,1,0,1
3638.37,22,380,12,4,1,1,1
813.2,17,1377,27,2,1,3,1
2154.56,1,1295,3,3,0,5,1
330.2,12,1316,26,2,0,5,1
1456.02,5,859,25,3,1,1,1
2006.34,20,865,7,0,1,1,0
3168.59,5,238,17,4,0,3,1
9019.23,8,1921,19,3,1,4,1
2753.76,15,289,28,2,1,5,1
4082.98,10,1903,18,4,1,0,1
2117.28,6,1323,1,4,1,2,1
3016.22,9,1713,25,3,1,1,1
220.72,9,1080,24,3,1,1,1
880.66,19,984,5,1,0,2,0
1347.56,17,1748,27,1,0,0,0
1918.78,23,1247,28,4,0,1,1
140.17,19,767,2,1,0,2,0
452.55,8,1057,1,2,1,1,1
972.27,14,330,7,0,1,4,1
10677.0,3,283,29,4,0,4,1
1207.47,7,565,11,0,0,1,0
1973.58,8,853,11,1,0,1,0
654.83,12,1346,18,3,0,4,1
2830.83,8,1396,17,4,0,1,1
988.36,3,677,2,1,1,0,1
695.77,16,1009,7,2,1,0,1
2180.56,15,389,7,4,0,3,1
16.56,14,720,10,4,0,0,0
23.08,2,1952,22,3,1,5,1
741.8,19,1707,21,4,1,5,1
112.24,4,1940,3,3,1,5,1
342.95,22,1503,12,1,0,1,0
1241.37,4,755,3,2,1,1,1
4867.35,19,684,11,2,0,2,0
2546.24,14,125,29,4,0,5,1
2156.43,17,614,12,4,1,5,1
1042.25,14,1075,25,1,1,0,1
8053.9,1,1829,4,3,1,4,1
1517.59,12,388,25,2,0,4,1
273.36,3,1755,16,3,1,3,1
2879.68,9,1239,20,1,1,2,1
362.57,12,475,18,2,0,4,1
1270.38,9,1765,4,2,1,3,1
2124.25,8,289,22,0,1,0,1
6219.72,7,1681,6,1,0,2,0
2040.97,2,627,21,1,0,2,1
3634.59,15,127,15,0,0,5,0
14808.05,13,1270,1,3,0,1,1
422.93,8,318,3,0,0,5,0
963.64,20,1489,5,1,1,0,0
1505.48,10,1933,22,3,1,5,1
1643.65,2,1508,17,2,0,2,1
1588.09,4,109,14,0,1,5,1
7145.24,9,270,9,3,1,3,1
3755.63,12,1002,3,3,0,5,1
2808.76,3,1338,26,3,0,4,1
1110.46,23,1387,13,0,0,0,0
5208.24,12,295,3,2,1,0,1
9307.32,11,337,11,3,0,2,0
5164.43,4,1136,2,0,1,5,1
4.7,9,72,24,1,1,2,1
3035.11,23,696,15,0,1,2,0
157.47,8,1315,13,0,1,3,1
893.63,19,1474,19,0,0,1,0
184.11,6,1326,22,3,1,2,1
2777.47,1,747,16,0,0,1,1
3480.73,21,1040,18,1,1,1,1
364.77,23,648,7,3,0,0,0
1452.74,22,945,13,1,0,4,0
1827.72,6,1125,4,4,0,4,1
1381.6,7,1968,9,0,1,5,1
387.0,6,1223,10,3,1,3,1
1628.74,20,1904,9,3,1,3,1
4173.05,22,485,7,0,0,4,0
220.96,13,1544,15,2,1,5,1
250.73,18,1495,28,2,1,4,1
1314.45,4,62,8,1,1,5,1
8527.78,22,763,19,0,0,5,1
3313.04,17,495,11,0,1,5,1
3405.86,19,1677,5,4,1,5,1
1347.87,11,1523,2,2,0,0,0
2701.7,22,1397,10,2,0,0,0
30.55,16,1145,16,0,0,4,1
3032.6,12,418,23,1,0,5,1
7335.45,1,1040,13,0,0,2,0
2844.69,12,1775,8,1,0,5,0
6207.25,6,677,9,2,1,2,1
3861.77,9,1230,11,4,1,0,1
385.4,22,844,11,3,0,5,1
6982.27,5,885,23,2,1,1,1
206.26,2,1768,26,1,0,4,1
2290.5,2,376,16,0,1,5,1
459.93,17,1011,10,2,0,3,1
35.33,10,259,29,4,0,2,1
1644.72,21,1949,24,1,1,5,1
1048.85,19,1628,12,0,1,1,0
1996.6,4,1273,25,3,1,2,1
2582.57,18,389,6,1,1,1,0
134.17,21,1940,28,0,1,4,1
393.76,18,881,12,3,1,4,1
2453.7,14,844,10,0,1,4,1
1260.98,15,1504,18,3,1,0,1
3918.83,23,784,18,3,0,1,1
3169.17,8,928,4,3,1,5,1
5604.71,3,1734,9,0,1,3,1
3537.77,14,464,7,3,0,3,1
1685.99,11,375,18,1,0,4,1
3353.08,22,1323,8,4,0,3,1
966.33,2,1907,11,4,0,2,1
1097.21,22,412,7,3,1,1,1
4667.48,13,67,9,4,1,1,1
1774.04,16,530,8,4,0,1,0
4804.12,18,1337,3,3,0,2,0
5185.04,5,1148,17,3,1,5,1
5846.55,3,219,2,1,1,0,1
7453.59,6,1074,15,2,1,2,1
1691.55,18,825,14,0,1,1,0
1151.99,16,182,29,3,0,1,1
2618.25,15,243,18,3,1,1,1
1391.69,14,802,16,4,0,5,1
2756.94,21,1917,20,1,0,3,1
3668.3,7,1623,22,4,0,0,1
3498.15,18,1653,4,3,1,2,1
1407.87,7,802,25,3,0,1,1
547.66,17,1436,20,4,1,4,1
1689.14,15,1072,6,3,0,0,0
461.53,19,128,6,2,1,4,1
6624.47,18,344,26,0,0,0,0
1273.38,9,1369,11,0,0,1,0
503.34,16,1572,26,0,1,0,1
77.33,12,1649,17,2,1,0,1
3113.87,12,1107,24,3,0,1,1
3039.25,6,1224,28,4,0,5,1
1249.29,9,333,3,1,1,4,1
223.24,1,1020,13,3,0,5,1
1581.01,3,1180,22,2,1,4,1
1118.49,5,1800,3,2,1,3,1
3391.43,23,293,16,0,0,4,1
2792.53,17,222,15,3,1,4,1
1360.47,22,1668,11,0,0,0,0
737.29,5,1751,18,1,1,3,1
13277.55,22,938,15,0,1,1,1
1815.42,16,761,5,1,0,1,0
3496.89,13,1427,16,2,1,2,1
454.4,23,348,16,0,0,3,1
1994.2,10,1831,17,0,1,0,1
83.77,18,1055,9,4,1,2,1
2112.35,1,1804,27,2,1,2,1
9974.16,2,1902,23,4,1,1,1
1454.53,10,114,3,1,0,4,0
119.33,5,1499,20,1,1,0,1
94.34,13,1492,13,2,1,3,1
1473.0,18,1465,22,1,1,2,1
523.15,15,779,3,2,0,0,0
70.89,20,725,28,1,0,1,0
4234.39,21,1855,7,3,0,2,0
1840.36,23,1807,29,0,0,2,0
1024.28,6,1652,6,3,1,5,1
6910.25,7,772,9,2,1,1,1
370.37,18,1969,12,2,1,5,1
9365.17,19,1254,15,3,0,1,0
1130.49,15,388,21,0,0,1,0
6578.6,21,1255,20,0,1,5,1
2771.03,6,1291,3,4,1,0,1
5258.32,8,722,10,1,1,0,0
12407.97,12,1400,1,4,0,0,1
1020.74,0,1803,19,0,1,4,1
9743.02,7,1382,19,3,1,2,1
1480.34,23,234,23,1,0,0,0
1460.9,21,1747,23,3,0,4,1
1248.31,3,747,13,4,1,2,1
2338.78,2,245,12,2,0,0,1
502.22,2,192,1,3,1,1,1
2420.37,21,721,19,4,1,3,1
2340.73,12,1902,29,4,1,0,1
4305.22,7,1791,24,4,1,3,1
5380.98,6,453,16,2,0,0,1
1741.82,0,1898,25,2,0,1,1
1080.04,15,632,23,2,0,3,1
900.62,5,1039,23,1,1,4,1
649.34,6,1269,28,2,1,1,1
178.13,11,1160,15,2,1,3,1
1257.69,22,1137,16,2,0,3,1
945.15,8,758,11,3,0,5,1
10181.24,10,1948,24,2,1,5,1
2447.36,9,1513,6,1,0,1,0
1279.81,20,164,11,4,0,1,0
2605.84,0,266,3,3,0,1,1
449.67,17,244,15,0,0,2,0
1761.2,3,509,1,2,1,4,1
2952.38,4,298,7,4,0,0,1
2013.56,8,519,1,4,1,5,1
1541.38,16,1585,17,3,0,3,1
15273.12,2,1833,9,0,1,5,1
6368.67,15,718,29,1,1,0,1
2929.76,4,794,26,4,0,1,1
2527.57,15,903,23,4,1,5,1
2907.97,2,785,13,4,1,4,1
674.36,19,1602,11,4,0,4,1
1508.26,14,307,29,3,1,2,1
120.78,2,1643,20,0,0,5,1
1936.19,19,146,6,4,1,1,1
2349.38,13,385,1,1,0,3,0
775.34,15,96,7,1,0,2,0
9975.11,16,1452,12,2,0,1,0
7205.71,23,1787,22,4,0,2,1
3841.95,19,1232,20,4,0,5,1
2286.76,22,1496,23,4,1,0,1
6119.95,17,446,19,4,1,5,1
420.04,17,1343,17,4,0,1,1
4689.23,21,1629,4,1,1,3,1
399.98,13,1787,3,0,1,3,1
4742.71,17,1314,1,0,1,1,0
967.93,14,1356,18,2,0,2,1
6288.92,14,773,27,1,0,4,1
8649.47,5,711,21,4,1,1,1
483.31,14,1984,15,0,0,5,0
1863.46,17,951,8,3,0,3,1
11887.96,3,161,1,3,1,0,1
1981.5,22,1335,20,3,0,3,1
5975.34,7,1311,14,4,0,4,1
2665.53,14,1684,4,4,0,3,1
1411.59,2,1721,5,2,0,4,1
1009.71,14,1041,23,2,0,1,1
681.54,12,816,13,2,1,3,1
4303.91,8,244,28,3,0,2,1
1465.92,1,684,24,4,0,5,1
2147.87,23,570,15,3,1,2,1
2033.74,7,1335,6,2,1,5,1
2583.13,19,47,1,4,0,3,1
6020.29,16,1169,23,1,1,3,1
11849.07,12,831,19,0,0,5,1
1570.64,0,430,13,0,1,0,1
5272.4,1,1252,29,2,0,3,1
4338.49,14,357,29,3,1,0,1
2556.63,11,1841,6,1,0,0,0
9373.91,13,1579,15,4,1,5,1
671.21,1,1897,16,3,0,0,1
347.12,17,1112,24,2,0,0,1
5771.66,21,757,23,3,0,1,1
1734.9,6,1928,16,2,1,2,1
5631.34,22,282,10,0,1,0,0
6707.31,5,1194,22,0,0,2,0
193.48,13,1720,9,3,0,0,0
6448.68,7,1911,9,1,0,2,0
1784.36,21,317,17,4,0,3,1
2142.7,1,1407,17,2,1,3,1
2955.25,16,985,17,4,1,2,1
7826.62,4,742,24,0,1,0,1
57.9,13,1042,12,1,0,1,0
1943.62,23,1834,13,1,0,2,0
3491.58,19,453,12,4,1,4,1
3848.04,20,1146,14,0,1,1,0
3538.16,20,1238,10,4,1,4,1
433.12,21,414,23,3,1,2,1
1067.44,2,1731,19,1,0,0,1
1332.85,4,862,29,1,0,4,1
4895.62,15,1230,2,3,0,2,0
980.35,17,787,4,0,1,1,0
709.85,16,1807,19,1,0,0,0
9471.09,10,1793,7,2,1,4,1
26.71,16,124,26,2,1,2,1
18386.47,15,1154,15,0,1,0,1
3388.65,22,1686,15,3,1,0,1
5288.98,1,74,24,4,1,3,1
1047.05,3,1309,6,0,0,0,0
43.26,20,834,3,4,0,2,0
4016.74,6,248,6,0,0,1,0
5389.92,1,311,16,2,1,5,1
4046.72,5,1425,2,3,0,3,1
462.43,16,1555,28,2,1,2,1
4200.3,6,978,7,3,0,2,0
4395.01,4,378,11,4,1,2,1
3223.58,4,242,26,0,1,4,1
4358.79,19,204,7,1,0,4,0
5610.88,15,916,4,1,1,1,0
2852.68,18,1045,29,3,0,2,1
278.34,8,1939,24,3,0,4,1
2006.11,4,930,20,2,0,4,1
242.49,7,698,7,1,1,4,1
1570.43,8,186,4,2,1,1,1
1568.22,4,226,29,4,1,1,1
204.87,9,1044,12,1,1,2,0
1286.91,1,1479,5,4,0,3,1
352.97,8,639,23,0,1,2,1
4954.46,10,173,29,2,0,4,1
8851.59,3,1584,29,3,0,5,1
225.19,21,62,26,1,1,4,1
9310.97,21,227,19,2,1,0,1
2218.05,21,1751,26,3,0,5,1
1068.16,1,1008,5,0,1,5,1
239.93,22,833,27,1,0,2,0
2083.19,5,1393,19,4,1,4,1
4747.15,13,394,21,0,1,4,1
3683.63,0,65,3,3,0,3,1
154.59,17,127,27,1,0,0,0
227.09,6,909,26,1,0,2,0
1546.88,0,1286,11,0,1,1,1
1049.91,0,807,7,1,1,2,1
793.4,0,789,29,3,1,5,1
989.7,23,1025,17,0,0,2,0
4881.02,3,812,25,4,0,3,1
7944.88,3,854,9,0,1,2,1
1558.1,17,1213,21,0,0,3,1
7096.93,10,1448,9,4,1,5,1
1163.59,0,1903,10,3,0,3,1
1941.29,9,1268,13,2,1,4,1
768.66,8,864,15,2,1,1,1
3068.92,22,717,22,4,1,5,1
11587.0,3,1853,5,3,0,3,1
2775.19,5,1113,29,1,0,0,0
1328.63,15,1680,3,4,1,5,1
3130.82,1,31,27,2,1,0,1
393.47,22,1510,27,3,1,1,1
6585.48,17,852,8,0,1,3,1
2098.0,9,1473,20,3,1,5,1
1789.97,23,1770,10,3,1,5,1
2644.69,23,1603,13,2,0,1,0
2940.76,16,1126,29,2,0,4,1
223.45,12,201,3,1,0,0,0
3442.94,23,1028,29,1,0,5,1
830.95,17,1136,22,4,1,2,1
3754.79,21,405,8,0,1,0,0
5186.94,12,1040,29,1,1,3,1
4888.29,16,649,9,2,0,1,0
2412.24,4,1028,22,3,0,0,1
2202.97,10,576,21,4,1,2,1
462.52,6,240,12,1,0,2,0
4479.58,9,883,11,3,0,1,0
949.93,16,583,2,3,1,1,1
2059.68,14,249,18,1,1,0,1
1003.37,17,99,9,0,1,3,1
431.02,22,241,2,0,0,4,0
2979.17,21,466,2,4,1,2,1
167.59,18,242,3,0,1,1,0
4142.67,1,363,16,4,1,4,1
1146.36,3,1014,19,2,0,4,1
0.4,2,1366,4,1,0,4,1
2146.97,6,448,23,3,1,3,1
143.95,23,1408,25,4,1,1,1
969.59,17,1325,18,0,0,2,0
3682.51,9,354,20,4,0,1,1
194.22,6,673,25,4,1,0,1
5485.37,7,1461,18,0,0,2,0
11.48,5,666,10,0,1,1,0
850.37,21,139,11,1,1,2,0
4051.67,0,150,29,3,0,0,1
1140.58,3,424,17,1,1,5,1
322.4,13,1126,26,1,1,2,1
1339.96,16,635,24,0,0,5,1
945.75,19,293,25,0,1,4,1
5549.03,17,1989,23,3,0,3,1
1127.78,10,1956,24,4,1,0,1
4666.73,20,1688,20,1,1,2,1
6673.32,13,232,16,3,0,0,1
1706.52,8,753,20,1,0,4,1
7221.94,14,472,13,4,0,5,1
1421.16,11,1578,2,1,0,3,0
9979.25,9,1309,24,2,0,0,1
280.59,18,1715,27,3,0,5,1
3484.84,23,1173,2,0,1,4,1
2042.55,18,366,25,1,0,4,1
1471.35,5,1746,14,3,1,4,1
3004.83,19,1056,4,3,0,5,1
3650.74,23,1769,17,1,1,2,1
13.12,5,1913,13,0,1,1,0
548.0,7,1303,4,0,0,0,0
3745.3,0,868,3,1,1,1,1
3293.31,21,674,12,3,1,4,1
10148.38,16,1366,22,0,1,1,1
4294.35,16,1024,23,1,0,5,1
9033.92,23,94,8,1,0,4,0
3637.43,14,630,2,1,1,4,1
1061.69,6,1064,6,3,0,3,1
334.02,18,1774,22,0,0,3,1
4567.36,21,249,10,3,1,5,1
3099.73,22,1923,12,2,1,5,1
148.16,2,372,21,0,0,1,1
1339.1,21,831,10,3,0,0,0
9425.73,10,1422,10,0,0,1,0
2081.85,19,1686,23,2,1,5,1
1700.76,18,677,3,4,0,0,0
1835.81,8,1332,20,1,0,1,0
702.93,9,1890,10,3,0,2,0
1379.96,1,1404,29,2,1,2,1
1385.22,0,108,9,2,1,0,1
161.33,15,56,20,0,1,3,1
4377.47,17,848,19,0,0,0,0
1616.16,22,431,14,1,0,1,0
5180.95,16,1513,2,0,1,4,1
5698.33,5,1612,5,3,0,2,0
714.75,13,71,20,3,0,4,1
3213.17,22,1142,29,3,0,2,1
1917.58,14,1712,29,4,1,1,1
6364.71,13,1582,8,3,0,2,0
729.05,23,1152,7,0,0,0,0
3397.87,21,1019,6,0,1,4,1
2807.58,2,607,11,3,0,5,1
1049.96,23,1415,12,2,1,4,1
440.63,22,401,18,2,0,1,1
3163.55,18,986,19,2,1,5,1
4025.08,11,1085,10,1,1,4,1
1137.76,1,612,25,4,0,1,1
3105.5,2,1322,29,3,0,3,1
1508.23,17,346,25,1,1,0,1
3746.98,0,819,21,2,0,2,1
666.49,19,1237,14,3,1,2,1
6627.69,20,1913,3,1,0,2,0
1016.55,5,1271,18,0,0,3,1
1375.58,4,1415,24,2,0,0,1
179.54,0,1700,15,1,0,4,1
354.7,18,761,6,0,1,4,1
2176.16,0,1169,10,2,1,0,1
934.26,20,1440,27,4,0,5,1
5414.17,20,1541,12,2,0,0,0
44.41,15,1395,7,4,0,2,0
1429.73,11,1414,17,4,0,4,1
1234.5,21,890,1,4,0,0,0
58.55,7,1609,26,3,1,4,1
398.43,15,644,18,3,1,0,1
1601.48,0,263,26,4,0,1,1
2036.93,3,1510,15,0,1,2,1
1554.0,9,1147,19,4,1,0,1
2271.06,10,29,28,1,0,3,1
2712.58,16,537,1,4,1,0,1
29.92,22,1178,5,3,1,1,1
1871.4,6,1241,15,3,1,3,1
9931.27,11,1564,3,1,1,3,1
2195.87,20,385,1,1,0,0,0
3395.35,6,1537,8,2,1,1,1
1121.31,11,1937,12,0,1,3,1
4461.55,14,175,27,0,1,2,1
4447.38,1,1583,22,0,0,5,1
2210.02,13,1214,25,3,1,2,1
11190.83,12,870,19,0,1,4,1
402.48,3,626,25,2,1,4,1
51.28,13,621,25,2,0,1,1
4411.09,13,1635,12,0,0,3,0
4937.61,15,1960,13,1,0,2,0
384.21,6,1845,28,2,0,2,1
926.03,18,1477,1,1,0,5,0
53.12,1,1365,19,3,1,1,1
1041.48,9,512,6,2,0,3,1
4450.29,17,922,8,1,1,1,0
2189.19,16,88,4,0,0,0,0
1283.57,4,594,5,3,0,2,1
1394.4,11,1968,25,4,0,1,1
4.06,5,1971,22,4,1,1,1
1069.17,21,697,28,0,1,5,1
3119.27,8,405,7,3,1,0,1
10971.5,19,1641,23,3,0,4,1
5633.14,0,1890,4,3,0,2,1
71.63,21,1136,20,3,0,5,1
6864.88,14,411,4,4,0,1,0
4586.32,20,984,15,1,0,2,0
4547.52,5,233,27,3,0,4,1
1837.44,18,527,21,1,1,1,1
1522.52,17,643,5,3,1,0,1
1082.55,5,245,24,2,0,2,1
203.86,12,1460,9,2,1,5,1
777.23,0,125,2,2,1,0,1
849.49,22,1196,27,3,1,4,1
1985.39,22,235,7,1,0,4,0
4128.37,12,239,17,4,0,2,1
1926.28,6,191,16,0,0,4,1
178.75,14,1282,17,4,0,3,1
9495.28,11,1351,20,3,1,5,1
8579.64,0,1998,26,2,0,2,1
4614.0,14,219,23,2,0,3,1
14242.93,3,1689,2,1,0,4,1
2358.96,12,1425,11,3,1,2,1
9871.79,22,1890,2,4,1,3,1
235.85,4,105,1,3,1,4,1
1365.61,1,903,26,3,1,1,1
766.15,22,1891,2,2,1,1,1
653.85,0,765,29,4,0,0,1
455.27,15,1119,23,0,1,1,1
2921.87,22,424,9,2,1,3,1
4560.46,5,403,22,4,0,5,1
2590.37,22,705,26,1,0,1,0
476.86,15,1666,2,2,0,2,0
4999.99,13,853,28,1,1,2,1
3031.43,2,1534,15,2,0,2,1
1473.88,14,613,10,3,1,1,1
3363.77,2,591,15,4,0,1,1
902.93,22,1949,10,1,1,0,0
1270.24,1,142,29,2,1,5,1
7484.36,0,800,25,1,1,5,1
1029.6,8,658,23,2,1,4,1
1904.57,8,1347,27,2,0,0,1
6625.68,22,1732,17,0,0,3,1
3690.14,6,230,28,0,1,2,1
192.67,2,985,9,0,0,1,0
478.05,17,1471,18,1,1,4,1
23.62,10,1079,4,3,0,4,1
2990.24,6,1823,9,2,0,1,0
1780.85,8,1225,16,4,1,0,1
432.56,0,1553,4,0,1,4,1
9505.56,13,1412,16,1,0,5,1
2262.9,19,797,19,1,1,0,1
830.79,5,700,1,1,0,1,0
2083.07,6,1367,23,4,0,0,1
3414.75,9,48,6,4,0,5,1
237.91,6,1326,10,0,1,2,0
963.53,1,699,16,4,1,1,1
4934.66,3,171,4,0,0,5,1
1846.7,20,1364,22,4,1,1,1
2372.79,16,1919,22,4,1,5,1
1701.21,0,1137,13,4,0,5,1
134.68,9,170,16,0,1,4,1
543.67,18,1832,20,2,1,4,1
1769.29,14,1668,29,0,0,4,1
704.08,9,1087,6,2,1,2,1
153.81,18,1973,26,1,0,2,0
5566.97,11,1067,11,1,1,5,1
11920.5,23,251,24,0,1,3,1
4727.18,15,976,29,2,0,1,1
5768.03,8,899,3,2,0,4,1
831.13,14,122,20,2,1,1,1
9704.02,16,1023,10,1,0,5,0
657.92,13,327,29,0,0,0,0
9074.24,17,32,28,3,1,5,1
15788.44,1,1591,1,2,0,2,1
3731.5,3,833,20,2,1,3,1
11912.73,17,1680,11,3,1,0,1
2528.7,6,1151,26,0,0,1,0
901.46,12,710,26,2,1,2,1
1723.41,14,1676,12,0,0,4,0
2700.96,22,1028,14,2,1,0,1
227.67,21,1967,25,4,0,2,1
2921.31,0,1245,8,2,0,1,1
11918.16,10,1451,11,4,1,5,1
632.56,9,1146,4,0,0,1,0
4719.25,4,1077,28,2,0,0,1
7154.6,15,137,7,1,0,0,0
8631.27,10,885,10,1,1,5,1
9666.82,20,167,19,3,1,0,1
2211.04,5,1818,25,1,0,3,1
11357.22,8,836,26,4,0,4,1
4247.91,12,1427,4,1,1,2,0
529.04,23,1900,2,1,1,5,1
1943.95,7,861,26,1,1,1,1
3801.07,13,521,21,2,0,1,1
852.43,23,1947,18,3,1,4,1
3070.08,0,54,14,0,0,0,0
3295.24,16,1141,26,3,1,0,1
532.72,23,228,16,4,0,1,1
2497.82,4,452,22,2,1,4,1
4430.32,1,1863,11,2,0,1,1
2072.82,23,324,10,1,1,0,0
36.53,8,186,17,1,1,5,1
27.24,3,237,14,4,0,2,1
1324.97,16,1736,22,2,1,0,1
7818.95,16,1705,4,0,1,5,1
778.94,20,1939,19,3,1,2,1
3018.35,17,276,2,2,1,3,1
753.38,15,879,7,0,0,4,0
1164.36,7,847,9,0,0,5,0
5652.46,10,1412,28,3,1,3,1
3915.38,20,498,19,0,0,0,0
300.78,20,711,16,4,0,4,1
1679.53,17,696,22,0,0,5,1
88.81,22,1323,25,4,0,0,1
1966.92,23,1005,16,0,0,4,1
3257.98,9,366,18,1,1,4,1
378.4,12,1690,23,0,0,0,0
1022.76,16,1777,21,4,1,0,1
1521.68,17,881,21,0,0,5,1
7559.65,9,1983,11,0,1,4,1
14996.87,15,213,7,0,1,5,1
137.85,19,1246,9,4,1,4,1
4293.97,4,561,4,0,0,5,1
1394.33,12,1820,25,3,0,0,1
1495.0,17,332,13,3,1,0,1
4210.5,16,603,27,4,1,1,1
7518.75,8,190,26,1,0,5,1
9043.44,13,508,25,3,0,1,1
2582.02,16,1353,29,2,1,1,1
1325.4,3,92,4,3,0,3,1
4647.13,17,312,19,2,0,4,1
867.05,19,271,2,4,0,2,0
2490.85,23,793,9,1,0,3,0
1332.21,23,1233,12,2,0,4,1
3206.85,14,1273,2,2,0,2,0
824.89,10,923,6,3,1,1,1
638.07,11,701,5,2,1,2,1
7511.87,8,953,5,4,1,0,1
322.1,12,692,20,4,1,0,1
2115.4,14,1328,22,4,1,5,1
748.67,14,1545,5,3,1,4,1
119.12,4,698,27,1,0,3,1
110.05,22,1914,4,3,0,1,0
577.92,18,405,29,4,1,4,1
6047.04,19,1782,9,3,1,1,1
995.86,13,1171,29,4,1,0,1
9014.87,16,848,22,0,0,3,1
2614.11,17,887,27,0,0,3,1
1721.37,20,832,10,2,0,0,0
2603.14,2,1162,16,1,0,2,1
2181.34,1,58,10,0,1,3,1
4266.09,0,1709,29,4,1,2,1
995.93,9,798,10,3,1,1,1
1306.46,18,302,29,3,1,3,1
6735.62,16,1661,19,2,0,5,1
8781.78,11,545,10,3,0,0,0
6692.42,0,320,6,0,1,2,1
1631.33,11,546,17,3,0,5,1
4547.37,16,1936,5,0,0,1,0
1940.71,23,648,26,0,0,1,0
2064.72,2,243,6,1,0,3,1
687.03,10,1242,27,2,1,3,1
2683.08,16,614,24,4,0,5,1
617.89,22,103,27,0,1,4,1
1208.45,2,336,15,2,0,4,1
5793.69,7,234,25,4,0,3,1
696.08,19,976,27,3,1,4,1
221.45,3,899,19,2,1,0,1
214.51,20,1825,18,2,0,5,1
8479.72,21,20,29,2,0,0,1
2121.25,6,1362,4,3,1,4,1
1579.91,13,1045,8,3,0,3,1
4996.1,13,44,27,2,0,0,1
5420.48,3,456,16,1,1,1,1
1211.26,15,1485,24,0,0,3,1
3548.77,23,1773,19,3,0,5,1
4423.71,21,1253,20,1,0,2,0
3189.6,0,450,3,3,0,2,1
493.19,16,662,10,2,0,3,1
6259.59,9,1568,2,1,1,4,1
2323.69,21,604,4,4,0,0,0
995.83,15,238,6,0,1,0,0
1661.35,15,1968,11,0,1,3,1
114.89,7,353,14,3,0,1,0
410.44,6,1113,16,0,1,5,1
